C_ID,C_EquipmentSpend,C_ApparelSpend,C_FootwearSpend,C_Gender,C_Age,C_State,C_Area,C_DeviceType,C_ShoppingCart,C_EmailAd,C_ShoppingDuration,C_TimeOfShopping,C_Number_of_Orders,C_Reviews,C_OrderToDelivery,C_Payment,App_Discounts,App_Tenure,App_Referral
CXAUQ_91,40,110,55,F,25,NSW,Rural,Phone_iOS,Browser,Weekly,45,12:00 PM - 6:00 PM,1,3,4,eWallet,N,0,0
CXAUQ_2067,1400,193,219,F,58,NSW,Rural,Tablet_Android,App,Daily,57,6:00 AM - 12:00 PM,14,5,4,BNPL,Y,19,0
CXAUQ_2469,40,52,253,M,54,VIC,Urban,Phone_iOS,Browser,Daily,35,6:00 PM - 12:00 AM,1,1,3,eWallet,N,0,0
CXAUQ_1955,40,50,445,F,55,QLD,Rural,Tablet_iOS,Browser,Weekly,8,6:00 AM - 12:00 PM,2,4,3,BNPL,N,0,0
CXAUQ_2651,40,216,397,M,20,NT,Urban,Phone_iOS,Browser,Daily,42,6:00 PM - 12:00 AM,5,1,3,eWallet,N,0,0
CXAUQ_1456,40,159,246,M,38,QLD,Rural,Tablet_iOS,Browser,Weekly,54,6:00 PM - 12:00 AM,4,2,2,BNPL,N,0,0
CXAUQ_1353,300,50,149,F,34,NSW,Rural,Phone_iOS,Browser,Daily,15,6:00 PM - 12:00 AM,6,1,4,eWallet,N,0,0
CXAUQ_2618,40,289,444,M,29,VIC,Rural,Phone_iOS,App,Weekly,36,6:00 PM - 12:00 AM,3,1,4,eWallet,Y,7,7
CXAUQ_1698,40,205,393,F,26,NSW,Rural,Phone_iOS,App,Daily,52,6:00 PM - 12:00 AM,2,2,2,BNPL,Y,21,0
CXAUQ_906,40,210,210,F,38,VIC,Rural,Phone_iOS,Browser,Daily,44,12:00 AM - 6:00 AM,5,2,2,BNPL,N,0,0
CXAUQ_824,40,170,170,F,42,WA,Rural,Phone_iOS,App,Weekly,54,12:00 AM - 6:00 AM,2,1,4,Card,Y,6,0
CXAUQ_2755,40,165,169,F,38,NSW,Urban,Phone_Android,Browser,Daily,58,6:00 PM - 12:00 AM,6,1,3,eWallet,N,0,0
CXAUQ_1407,40,169,393,M,26,ACT,Urban,Phone_iOS,Browser,Daily,40,6:00 PM - 12:00 AM,4,1,1,BNPL,N,0,0
CXAUQ_1483,1000,182,296,M,46,WA,Urban,Phone_Android,Browser,Monthly,59,6:00 PM - 12:00 AM,12,5,4,BNPL,N,0,0
CXAUQ_2303,40,50,346,F,24,QLD,Urban,Phone_Android,Browser,Weekly,29,6:00 AM - 12:00 PM,2,5,1,BNPL,N,0,0
CXAUQ_1595,1050,236,164,F,42,QLD,Urban,Tablet_Android,App,Monthly,23,6:00 PM - 12:00 AM,1,5,4,eWallet,Y,20,0
CXAUQ_1107,40,219,470,F,36,NSW,Urban,Tablet_iOS,Browser,Daily,13,12:00 AM - 6:00 AM,2,1,2,BNPL,N,0,0
CXAUQ_910,850,50,425,F,41,NSW,Urban,Tablet_iOS,Browser,Monthly,17,12:00 AM - 6:00 AM,6,1,4,Card,N,0,0
CXAUQ_36,600,57,0,M,39,SA,Urban,Phone_iOS,Browser,Weekly,44,12:00 PM - 6:00 PM,1,2,4,BNPL,N,0,0
CXAUQ_762,950,277,0,F,54,NSW,Urban,Tablet_Android,Browser,Daily,60,12:00 PM - 6:00 PM,9,5,4,Card,N,0,0
CXAUQ_404,950,154,0,M,43,NSW,Urban,Phone_iOS,App,Daily,0,12:00 PM - 6:00 PM,11,4,4,BNPL,Y,29,0
CXAUQ_1007,169,72,483,M,70,WA,Urban,Tablet_iOS,Browser,Daily,15,12:00 PM - 6:00 PM,1,1,3,Card,N,0,0
CXAUQ_2128,1050,155,394,M,50,NSW,Urban,Tablet_Android,App,Daily,14,6:00 AM - 12:00 PM,14,5,4,BNPL,Y,9,0
CXAUQ_2144,400,50,128,M,28,VIC,Urban,Phone_iOS,Browser,Daily,8,6:00 AM - 12:00 PM,5,1,3,eWallet,N,0,0
CXAUQ_1381,40,223,419,M,26,NT,Rural,Phone_iOS,Browser,Weekly,8,6:00 PM - 12:00 AM,2,1,2,BNPL,N,0,0
CXAUQ_156,1150,264,372,F,55,NSW,Rural,Tablet_Android,Browser,Daily,10,12:00 PM - 6:00 PM,10,4,4,BNPL,N,0,0
CXAUQ_210,40,50,95,M,37,WA,Urban,Phone_iOS,App,Weekly,50,12:00 PM - 6:00 PM,2,2,3,eWallet,Y,18,0
CXAUQ_283,40,50,82,M,28,NT,Urban,Phone_iOS,Browser,Daily,3,12:00 PM - 6:00 PM,1,1,3,eWallet,N,0,0
CXAUQ_1117,40,50,230,M,52,SA,Rural,Tablet_Android,App,Daily,55,12:00 AM - 6:00 AM,1,3,3,BNPL,Y,7,0
CXAUQ_664,1700,50,0,F,58,NSW,Rural,Tablet_Android,Browser,Daily,37,12:00 PM - 6:00 PM,12,4,4,eWallet,N,0,0
CXAUQ_1479,40,50,465,F,31,NSW,Urban,Tablet_iOS,Browser,Daily,59,6:00 PM - 12:00 AM,6,3,2,BNPL,N,0,0
CXAUQ_1923,850,50,368,F,51,WA,Urban,Tablet_iOS,Browser,Monthly,52,6:00 AM - 12:00 PM,3,4,4,BNPL,N,0,0
CXAUQ_881,2000,97,0,M,57,NSW,Rural,Tablet_Android,App,Daily,21,12:00 AM - 6:00 AM,4,4,4,Card,Y,22,0
CXAUQ_2632,1400,151,165,F,53,NT,Urban,Tablet_Android,Browser,Weekly,2,6:00 PM - 12:00 AM,5,5,4,BNPL,N,0,0
CXAUQ_1019,136,68,41,M,63,NSW,Urban,Tablet_iOS,Browser,Daily,25,12:00 AM - 6:00 AM,5,3,3,Card,N,0,0
CXAUQ_1455,300,98,269,M,31,TAS,Urban,Tablet_iOS,Browser,Weekly,5,6:00 PM - 12:00 AM,5,2,1,BNPL,N,0,0
CXAUQ_1061,223,177,102,M,70,WA,Urban,Tablet_Android,Browser,Monthly,49,12:00 AM - 6:00 AM,3,2,3,Card,N,0,0
CXAUQ_2823,1100,50,269,F,43,NSW,Urban,Tablet_Android,Browser,Daily,21,6:00 PM - 12:00 AM,4,3,4,BNPL,N,0,0
CXAUQ_1395,700,151,327,M,52,NSW,Urban,Tablet_Android,App,Daily,6,6:00 PM - 12:00 AM,7,5,4,BNPL,Y,9,6
CXAUQ_706,40,242,121,M,20,NT,Urban,Phone_iOS,App,Weekly,50,12:00 PM - 6:00 PM,2,1,1,BNPL,Y,14,0
CXAUQ_1591,750,172,310,F,47,VIC,Rural,Tablet_iOS,Browser,Weekly,55,6:00 PM - 12:00 AM,14,3,4,BNPL,N,0,0
CXAUQ_1921,40,65,113,F,59,VIC,Urban,Phone_iOS,Browser,Daily,42,6:00 AM - 12:00 PM,1,1,3,eWallet,N,0,0
CXAUQ_2540,1250,50,40,M,52,NSW,Rural,Phone_Android,Browser,Weekly,26,6:00 PM - 12:00 AM,4,4,4,BNPL,N,0,0
CXAUQ_1745,40,73,447,M,33,VIC,Urban,Phone_iOS,Browser,Weekly,28,6:00 PM - 12:00 AM,1,4,2,BNPL,N,0,0
CXAUQ_1925,40,50,262,M,24,SA,Urban,Phone_iOS,Browser,Weekly,22,6:00 AM - 12:00 PM,1,2,2,BNPL,N,0,0
CXAUQ_1475,40,119,335,F,33,NSW,Rural,Phone_iOS,Browser,Daily,19,6:00 PM - 12:00 AM,5,1,3,BNPL,N,0,0
CXAUQ_1983,1300,290,405,F,49,NSW,Urban,Tablet_Android,App,Daily,60,6:00 AM - 12:00 PM,1,5,4,BNPL,Y,19,0
CXAUQ_2480,40,65,129,M,49,VIC,Urban,Tablet_iOS,App,Weekly,0,6:00 PM - 12:00 AM,4,3,3,eWallet,Y,26,0
CXAUQ_1845,40,195,306,F,22,VIC,Urban,Phone_iOS,Browser,Daily,41,6:00 AM - 12:00 PM,1,1,2,BNPL,N,0,0
CXAUQ_1158,1250,217,293,M,53,NSW,Urban,Tablet_Android,App,Daily,43,12:00 AM - 6:00 AM,4,4,4,BNPL,Y,30,0
CXAUQ_1295,40,205,200,F,21,VIC,Rural,Phone_iOS,App,Daily,29,6:00 PM - 12:00 AM,4,5,4,eWallet,Y,13,0
CXAUQ_2326,40,241,341,M,33,NSW,Rural,Phone_Android,App,Daily,29,6:00 AM - 12:00 PM,3,1,2,BNPL,Y,25,0
CXAUQ_1724,40,269,40,F,24,NSW,Rural,Phone_iOS,App,Monthly,37,6:00 PM - 12:00 AM,5,3,4,eWallet,Y,26,0
CXAUQ_2629,40,63,367,F,28,TAS,Urban,Tablet_iOS,Browser,Weekly,55,6:00 PM - 12:00 AM,5,2,3,eWallet,N,0,0
CXAUQ_1527,40,136,149,M,35,WA,Urban,Phone_iOS,App,Monthly,45,6:00 PM - 12:00 AM,6,1,3,eWallet,Y,29,0
CXAUQ_1070,40,50,99,F,21,QLD,Urban,Phone_Android,App,Monthly,55,12:00 AM - 6:00 AM,6,2,3,eWallet,Y,4,0
CXAUQ_903,950,97,0,F,48,NSW,Urban,Phone_Android,Browser,Daily,22,12:00 AM - 6:00 AM,10,5,4,BNPL,N,0,0
CXAUQ_1815,40,50,310,M,20,VIC,Urban,Phone_iOS,Browser,Weekly,52,6:00 AM - 12:00 PM,1,4,1,BNPL,N,0,0
CXAUQ_2761,450,220,40,M,34,NSW,Urban,Phone_Android,Browser,Monthly,54,6:00 PM - 12:00 AM,10,3,4,Card,N,0,0
CXAUQ_2226,40,50,237,M,24,TAS,Rural,Tablet_iOS,App,Weekly,29,6:00 AM - 12:00 PM,1,3,2,BNPL,Y,18,0
CXAUQ_1739,750,50,137,M,47,VIC,Urban,Tablet_Android,Browser,Weekly,37,6:00 PM - 12:00 AM,10,3,4,eWallet,N,0,0
CXAUQ_2220,40,50,223,M,24,NSW,Urban,Tablet_iOS,Browser,Weekly,11,6:00 AM - 12:00 PM,1,2,1,BNPL,N,0,0
CXAUQ_2149,1450,50,126,F,46,NSW,Urban,Tablet_Android,App,Daily,34,6:00 AM - 12:00 PM,14,5,4,eWallet,Y,10,0
CXAUQ_282,1000,50,292,F,59,QLD,Rural,Tablet_Android,App,Weekly,51,12:00 PM - 6:00 PM,6,5,4,BNPL,Y,8,0
CXAUQ_2649,1050,186,196,M,47,VIC,Urban,Phone_Android,App,Weekly,49,6:00 PM - 12:00 AM,3,5,4,BNPL,Y,18,0
CXAUQ_1279,300,170,356,M,37,VIC,Rural,Phone_iOS,Browser,Daily,28,6:00 PM - 12:00 AM,5,3,2,BNPL,N,0,0
CXAUQ_1151,40,50,124,F,25,TAS,Urban,Phone_iOS,Browser,Monthly,40,12:00 AM - 6:00 AM,3,3,3,eWallet,N,0,0
CXAUQ_493,40,255,0,M,23,QLD,Urban,Phone_iOS,Browser,Weekly,32,12:00 PM - 6:00 PM,6,1,3,eWallet,N,0,0
CXAUQ_2581,1200,50,189,F,60,VIC,Urban,Phone_Android,Browser,Weekly,28,6:00 PM - 12:00 AM,3,5,4,BNPL,N,0,0
CXAUQ_904,1250,222,0,M,48,VIC,Rural,Tablet_Android,App,Weekly,30,12:00 AM - 6:00 AM,2,5,4,eWallet,Y,24,0
CXAUQ_1428,40,205,219,M,28,NSW,Urban,Tablet_iOS,Browser,Daily,16,6:00 PM - 12:00 AM,1,2,2,BNPL,N,0,0
CXAUQ_1522,40,50,77,M,34,NSW,Urban,Tablet_iOS,Browser,Daily,17,6:00 PM - 12:00 AM,1,1,3,eWallet,N,0,0
CXAUQ_674,850,202,0,F,48,NSW,Rural,Tablet_Android,Browser,Daily,43,12:00 PM - 6:00 PM,12,4,4,BNPL,N,0,0
CXAUQ_2016,1400,220,408,M,55,NSW,Urban,Tablet_Android,App,Monthly,2,6:00 AM - 12:00 PM,7,5,4,BNPL,Y,29,0
CXAUQ_2214,40,60,272,F,30,NSW,Urban,Phone_iOS,Browser,Daily,56,6:00 AM - 12:00 PM,6,3,2,BNPL,N,0,0
CXAUQ_170,850,149,74,F,41,NT,Rural,Tablet_iOS,Browser,Monthly,19,12:00 PM - 6:00 PM,2,2,4,eWallet,N,0,0
CXAUQ_1568,1250,276,346,M,48,NSW,Urban,Tablet_Android,App,Daily,32,6:00 PM - 12:00 AM,14,5,4,BNPL,Y,8,8
CXAUQ_1178,40,52,266,F,48,NSW,Rural,Phone_Android,App,Daily,37,12:00 AM - 6:00 AM,1,4,3,BNPL,Y,18,0
CXAUQ_1692,1100,172,249,F,47,ACT,Urban,Tablet_Android,App,Weekly,45,6:00 PM - 12:00 AM,14,3,4,BNPL,Y,11,0
CXAUQ_2187,40,50,193,M,21,NSW,Urban,Phone_iOS,App,Daily,27,6:00 AM - 12:00 PM,1,1,3,eWallet,Y,7,0
CXAUQ_2130,40,53,280,F,58,NSW,Rural,Phone_iOS,App,Daily,52,6:00 AM - 12:00 PM,1,3,3,BNPL,Y,18,0
CXAUQ_2756,1100,56,268,F,53,WA,Urban,Tablet_iOS,Browser,Monthly,7,6:00 PM - 12:00 AM,5,4,4,BNPL,N,0,0
CXAUQ_752,750,149,500,M,57,QLD,Rural,Tablet_Android,Browser,Weekly,16,12:00 PM - 6:00 PM,9,4,4,BNPL,N,0,0
CXAUQ_1728,900,50,45,M,49,QLD,Rural,Tablet_Android,App,Weekly,58,6:00 PM - 12:00 AM,13,3,4,eWallet,Y,14,1
CXAUQ_2010,40,245,397,F,24,TAS,Urban,Phone_iOS,Browser,Daily,1,6:00 AM - 12:00 PM,1,3,1,BNPL,N,0,0
CXAUQ_2224,40,50,387,F,38,NSW,Rural,Phone_iOS,App,Daily,45,6:00 AM - 12:00 PM,3,0,3,BNPL,Y,21,6
CXAUQ_145,40,224,399,M,24,NSW,Urban,Tablet_iOS,Browser,Daily,0,12:00 PM - 6:00 PM,3,2,2,BNPL,N,0,0
CXAUQ_1437,40,169,396,M,40,NSW,Urban,Phone_iOS,Browser,Daily,17,6:00 PM - 12:00 AM,5,3,1,BNPL,N,0,0
CXAUQ_373,900,263,0,M,53,NSW,Urban,Tablet_Android,App,Monthly,24,12:00 PM - 6:00 PM,9,5,4,BNPL,Y,8,0
CXAUQ_1147,1200,267,312,M,53,WA,Rural,Tablet_Android,App,Weekly,6,12:00 AM - 6:00 AM,12,5,4,BNPL,Y,28,0
CXAUQ_1062,40,210,85,F,24,QLD,Urban,Phone_iOS,Browser,Weekly,53,12:00 AM - 6:00 AM,3,2,3,eWallet,N,0,0
CXAUQ_2418,40,97,216,M,47,VIC,Urban,Phone_Android,Browser,Daily,11,6:00 AM - 12:00 PM,1,4,2,BNPL,N,0,0
CXAUQ_1827,40,172,119,M,43,TAS,Rural,Phone_iOS,Browser,Monthly,5,6:00 AM - 12:00 PM,2,2,4,eWallet,N,0,0
CXAUQ_2162,1200,142,314,F,49,TAS,Urban,Tablet_Android,Browser,Monthly,11,6:00 AM - 12:00 PM,2,4,4,BNPL,N,0,0
CXAUQ_2628,40,193,155,F,45,NSW,Rural,Phone_iOS,Browser,Daily,12,6:00 PM - 12:00 AM,6,1,4,eWallet,N,0,0
CXAUQ_2131,850,119,149,M,56,QLD,Urban,Phone_Android,Browser,Weekly,5,6:00 AM - 12:00 PM,6,5,4,eWallet,N,0,0
CXAUQ_2372,40,53,310,F,60,NSW,Urban,Phone_Android,Browser,Daily,46,6:00 AM - 12:00 PM,1,5,1,BNPL,N,0,0
CXAUQ_362,1150,203,0,M,55,NSW,Urban,Phone_Android,Browser,Daily,23,12:00 PM - 6:00 PM,3,5,4,BNPL,N,0,0
CXAUQ_2602,800,79,500,M,41,NSW,Urban,Phone_iOS,Browser,Daily,46,6:00 PM - 12:00 AM,6,3,4,BNPL,N,0,0
CXAUQ_262,1050,209,318,M,46,NSW,Urban,Tablet_Android,App,Monthly,10,12:00 PM - 6:00 PM,13,5,4,BNPL,Y,19,0
CXAUQ_598,900,216,0,F,51,SA,Urban,Tablet_Android,App,Weekly,10,12:00 PM - 6:00 PM,6,5,4,BNPL,Y,9,0
CXAUQ_809,750,241,496,F,33,VIC,Urban,Tablet_iOS,App,Daily,47,12:00 AM - 6:00 AM,3,3,4,BNPL,Y,29,0
CXAUQ_1214,700,187,415,M,59,TAS,Urban,Tablet_iOS,Browser,Weekly,52,12:00 AM - 6:00 AM,4,3,4,BNPL,N,0,0
CXAUQ_1190,1550,206,396,M,48,VIC,Urban,Tablet_Android,Browser,Weekly,12,12:00 AM - 6:00 AM,2,4,4,BNPL,N,0,0
CXAUQ_1384,40,180,408,M,31,ACT,Urban,Tablet_iOS,Browser,Weekly,48,6:00 PM - 12:00 AM,3,3,2,BNPL,N,0,0
CXAUQ_1100,950,50,219,M,51,NSW,Rural,Tablet_Android,Browser,Daily,32,12:00 AM - 6:00 AM,6,5,4,BNPL,N,0,0
CXAUQ_360,450,50,0,M,33,VIC,Urban,Phone_iOS,Browser,Weekly,20,12:00 PM - 6:00 PM,4,2,4,Card,N,0,0
CXAUQ_768,40,227,114,F,21,QLD,Rural,Phone_iOS,Browser,Weekly,37,12:00 PM - 6:00 PM,4,2,4,Card,N,0,0
CXAUQ_1015,40,50,290,M,25,NSW,Urban,Phone_iOS,Browser,Daily,3,12:00 AM - 6:00 AM,1,3,1,BNPL,N,0,0
CXAUQ_1018,271,85,490,F,70,NSW,Rural,Tablet_Android,Browser,Daily,53,12:00 AM - 6:00 AM,12,5,4,eWallet,N,0,0
CXAUQ_274,850,50,457,M,50,ACT,Urban,Tablet_Android,App,Weekly,25,12:00 PM - 6:00 PM,12,5,4,BNPL,Y,18,0
CXAUQ_1567,1200,226,50,F,52,WA,Urban,Tablet_Android,Browser,Monthly,0,6:00 PM - 12:00 AM,1,5,4,eWallet,N,0,0
CXAUQ_597,900,58,490,F,41,NT,Rural,Tablet_iOS,App,Monthly,28,12:00 PM - 6:00 PM,7,5,4,BNPL,Y,19,0
CXAUQ_2346,750,168,361,F,49,TAS,Rural,Tablet_Android,Browser,Weekly,48,6:00 AM - 12:00 PM,5,4,4,BNPL,N,0,0
CXAUQ_2160,1350,169,299,F,46,NSW,Urban,Tablet_Android,Browser,Daily,7,6:00 AM - 12:00 PM,7,5,4,BNPL,N,0,0
CXAUQ_1249,1050,268,473,M,51,NSW,Rural,Tablet_iOS,Browser,Daily,29,12:00 AM - 6:00 AM,8,5,4,BNPL,N,0,0
CXAUQ_1122,200,50,314,M,20,QLD,Urban,Phone_Android,Browser,Weekly,3,12:00 AM - 6:00 AM,1,2,1,BNPL,N,0,0
CXAUQ_2494,40,110,251,F,41,VIC,Urban,Phone_iOS,App,Monthly,48,6:00 PM - 12:00 AM,3,1,3,eWallet,Y,17,0
CXAUQ_1193,200,142,273,F,24,NSW,Rural,Phone_iOS,Browser,Daily,58,12:00 AM - 6:00 AM,6,3,3,BNPL,N,0,0
CXAUQ_1529,1250,236,396,F,56,ACT,Urban,Phone_Android,Browser,Monthly,0,6:00 PM - 12:00 AM,13,5,4,BNPL,N,0,0
CXAUQ_2339,40,78,167,M,28,VIC,Rural,Phone_iOS,Browser,Weekly,10,6:00 AM - 12:00 PM,5,1,4,eWallet,N,0,0
CXAUQ_2406,1400,50,363,M,45,NSW,Urban,Tablet_iOS,Browser,Daily,50,6:00 AM - 12:00 PM,13,5,4,BNPL,N,0,0
CXAUQ_1657,1550,128,309,M,57,NSW,Rural,Phone_iOS,Browser,Daily,51,6:00 PM - 12:00 AM,4,5,4,BNPL,N,0,0
CXAUQ_2041,1550,50,325,M,47,ACT,Rural,Tablet_Android,App,Weekly,36,6:00 AM - 12:00 PM,14,5,4,BNPL,Y,29,0
CXAUQ_103,40,57,210,M,31,NT,Rural,Phone_iOS,Browser,Monthly,44,12:00 PM - 6:00 PM,1,2,2,BNPL,N,0,0
CXAUQ_1133,1000,231,181,M,48,ACT,Urban,Tablet_Android,Browser,Weekly,15,12:00 AM - 6:00 AM,14,4,4,eWallet,N,0,0
CXAUQ_150,40,223,382,M,26,NT,Rural,Tablet_iOS,App,Weekly,18,12:00 PM - 6:00 PM,3,1,2,BNPL,Y,27,8
CXAUQ_2637,40,158,40,M,24,NSW,Urban,Tablet_iOS,Browser,Daily,55,6:00 PM - 12:00 AM,6,1,3,eWallet,N,0,0
CXAUQ_288,40,219,0,F,30,TAS,Rural,Phone_iOS,Browser,Daily,34,12:00 PM - 6:00 PM,4,1,4,eWallet,N,0,0
CXAUQ_2668,1350,253,154,F,51,NSW,Rural,Phone_Android,Browser,Daily,40,6:00 PM - 12:00 AM,14,5,4,BNPL,N,0,0
CXAUQ_1704,40,76,376,F,54,VIC,Rural,Phone_Android,App,Weekly,10,6:00 PM - 12:00 AM,1,4,2,BNPL,Y,29,0
CXAUQ_1556,450,50,275,F,37,ACT,Urban,Phone_iOS,Browser,Weekly,48,6:00 PM - 12:00 AM,1,1,4,BNPL,N,0,0
CXAUQ_42,40,224,0,M,50,SA,Urban,Phone_iOS,App,Weekly,0,12:00 PM - 6:00 PM,5,3,3,eWallet,Y,12,0
CXAUQ_1537,500,52,223,F,35,VIC,Urban,Phone_iOS,App,Monthly,20,6:00 PM - 12:00 AM,4,1,4,BNPL,Y,4,0
CXAUQ_1337,850,260,334,M,58,VIC,Urban,Tablet_iOS,Browser,Daily,32,6:00 PM - 12:00 AM,8,4,4,BNPL,N,0,0
CXAUQ_2165,40,118,284,F,23,NSW,Urban,Tablet_iOS,Browser,Daily,33,6:00 AM - 12:00 PM,1,3,2,BNPL,N,0,0
CXAUQ_1887,40,185,336,F,52,VIC,Urban,Tablet_iOS,Browser,Daily,18,6:00 AM - 12:00 PM,3,3,2,BNPL,N,0,0
CXAUQ_1146,1050,83,331,M,41,NSW,Rural,Tablet_Android,App,Daily,31,12:00 AM - 6:00 AM,7,3,4,BNPL,Y,27,0
CXAUQ_421,550,280,0,M,60,NSW,Urban,Phone_iOS,App,Daily,39,12:00 PM - 6:00 PM,6,4,4,BNPL,Y,20,0
CXAUQ_215,400,75,249,F,39,VIC,Rural,Phone_iOS,App,Weekly,0,12:00 PM - 6:00 PM,5,2,3,BNPL,Y,26,0
CXAUQ_491,40,50,0,F,21,SA,Rural,Tablet_iOS,Browser,Monthly,25,12:00 PM - 6:00 PM,6,3,4,eWallet,N,0,0
CXAUQ_1762,40,50,356,F,31,ACT,Urban,Phone_Android,App,Weekly,60,6:00 PM - 12:00 AM,4,3,2,BNPL,Y,4,0
CXAUQ_1205,40,161,195,F,31,ACT,Urban,Phone_Android,Browser,Monthly,44,12:00 AM - 6:00 AM,6,1,3,eWallet,N,0,0
CXAUQ_2709,800,176,63,F,47,ACT,Urban,Phone_Android,App,Monthly,55,6:00 PM - 12:00 AM,14,5,4,BNPL,Y,28,0
CXAUQ_758,40,95,348,M,34,NSW,Rural,Phone_iOS,App,Daily,41,12:00 PM - 6:00 PM,5,3,2,BNPL,Y,26,0
CXAUQ_1400,1100,156,333,M,58,NT,Urban,Tablet_Android,Browser,Monthly,35,6:00 PM - 12:00 AM,3,5,4,BNPL,N,0,0
CXAUQ_1134,500,88,250,F,26,NSW,Rural,Phone_iOS,App,Daily,27,12:00 AM - 6:00 AM,4,3,4,BNPL,Y,14,0
CXAUQ_113,40,50,327,M,28,NSW,Urban,Phone_iOS,App,Daily,55,12:00 PM - 6:00 PM,1,1,2,BNPL,Y,2,0
CXAUQ_475,1050,136,0,F,59,ACT,Urban,Phone_Android,Browser,Monthly,34,12:00 PM - 6:00 PM,14,5,4,BNPL,N,0,0
CXAUQ_1285,40,50,310,F,23,TAS,Urban,Phone_iOS,App,Weekly,10,6:00 PM - 12:00 AM,1,4,1,BNPL,Y,6,0
CXAUQ_2080,40,160,271,F,24,SA,Rural,Tablet_iOS,Browser,Daily,20,6:00 AM - 12:00 PM,4,3,3,BNPL,N,0,0
CXAUQ_177,1300,247,316,M,53,QLD,Urban,Phone_Android,App,Monthly,55,12:00 PM - 6:00 PM,9,5,4,BNPL,Y,22,8
CXAUQ_688,40,50,346,M,26,VIC,Rural,Phone_iOS,Browser,Monthly,11,12:00 PM - 6:00 PM,6,2,3,BNPL,N,0,0
CXAUQ_2784,650,95,352,M,36,NSW,Urban,Tablet_iOS,Browser,Monthly,54,6:00 PM - 12:00 AM,5,4,4,BNPL,N,0,0
CXAUQ_2427,950,163,474,M,54,NSW,Urban,Tablet_iOS,App,Daily,9,6:00 AM - 12:00 PM,9,3,4,BNPL,Y,9,0
CXAUQ_835,40,52,40,F,31,NT,Urban,Phone_iOS,App,Weekly,33,12:00 AM - 6:00 AM,1,1,3,Card,Y,28,0
CXAUQ_1680,40,71,163,F,34,TAS,Urban,Phone_iOS,Browser,Weekly,26,6:00 PM - 12:00 AM,1,2,3,eWallet,N,0,0
CXAUQ_1709,40,295,181,F,33,VIC,Urban,Phone_iOS,Browser,Monthly,33,6:00 PM - 12:00 AM,4,3,3,eWallet,N,0,0
CXAUQ_439,950,157,0,M,41,NSW,Rural,Tablet_Android,Browser,Daily,22,12:00 PM - 6:00 PM,5,5,4,BNPL,N,0,0
CXAUQ_2110,40,64,219,M,57,WA,Urban,Phone_iOS,App,Weekly,34,6:00 AM - 12:00 PM,1,2,1,BNPL,Y,25,0
CXAUQ_380,1350,188,0,M,48,NSW,Urban,Tablet_Android,App,Daily,3,12:00 PM - 6:00 PM,14,5,4,BNPL,Y,3,0
CXAUQ_2039,1050,181,105,M,54,NSW,Urban,Tablet_Android,Browser,Weekly,41,6:00 AM - 12:00 PM,14,5,4,eWallet,N,0,0
CXAUQ_1643,40,245,40,M,20,NSW,Rural,Tablet_Android,App,Daily,16,6:00 PM - 12:00 AM,2,3,4,eWallet,Y,12,0
CXAUQ_2684,750,91,309,M,33,WA,Urban,Tablet_Android,Browser,Monthly,46,6:00 PM - 12:00 AM,3,3,4,BNPL,N,0,0
CXAUQ_1821,700,177,486,F,40,VIC,Urban,Phone_iOS,App,Daily,13,6:00 AM - 12:00 PM,2,2,4,BNPL,Y,26,0
CXAUQ_2671,1700,78,311,M,48,SA,Urban,Tablet_Android,App,Monthly,58,6:00 PM - 12:00 AM,3,4,4,BNPL,Y,20,0
CXAUQ_754,1200,243,0,F,58,NSW,Urban,Tablet_Android,App,Monthly,48,12:00 PM - 6:00 PM,4,5,4,Card,Y,8,8
CXAUQ_2237,40,50,40,M,29,NSW,Rural,Phone_iOS,Browser,Daily,25,6:00 AM - 12:00 PM,1,2,4,eWallet,N,0,0
CXAUQ_75,40,181,181,F,37,VIC,Urban,Phone_iOS,Browser,Daily,55,12:00 PM - 6:00 PM,1,3,1,BNPL,N,0,0
CXAUQ_1626,40,97,356,M,35,ACT,Rural,Tablet_Android,Browser,Weekly,57,6:00 PM - 12:00 AM,1,3,2,BNPL,N,0,0
CXAUQ_1615,1000,249,40,M,39,NT,Urban,Phone_Android,Browser,Monthly,33,6:00 PM - 12:00 AM,10,3,4,eWallet,N,0,0
CXAUQ_2681,800,132,260,M,49,QLD,Urban,Phone_Android,Browser,Monthly,51,6:00 PM - 12:00 AM,6,5,4,BNPL,N,0,0
CXAUQ_2678,1100,70,322,M,44,QLD,Urban,Tablet_Android,App,Weekly,34,6:00 PM - 12:00 AM,13,4,4,BNPL,Y,17,7
CXAUQ_2695,1150,189,281,F,46,VIC,Urban,Phone_Android,Browser,Monthly,39,6:00 PM - 12:00 AM,7,5,4,BNPL,N,0,0
CXAUQ_355,40,116,0,F,20,NSW,Urban,Tablet_iOS,App,Daily,50,12:00 PM - 6:00 PM,1,2,3,eWallet,Y,17,0
CXAUQ_1343,1150,218,383,M,55,NSW,Urban,Tablet_Android,Browser,Daily,35,6:00 PM - 12:00 AM,6,5,4,BNPL,N,0,0
CXAUQ_2383,1150,50,389,F,50,ACT,Urban,Tablet_Android,Browser,Monthly,59,6:00 AM - 12:00 PM,1,3,4,BNPL,N,0,0
